,Community Area Mentioned,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content,Tweet Latitude,Tweet Longitude
158,englewood,2016-03-08 12:03:25,0.0,10.0,RT @Food_Tank: Cafe hopes to build up Chicago's #Englewood with healthier food: https://t.co/mUCSG3dmuL @chicagotribune https://t.co/8Wok4E…,0.0,0.0
159,englewood,2016-03-08 12:03:10,0.0,1.0,RT @rodneydunigan: Chicago stand up.. DRose.. knees lookin good tonight.. 👴🏾 #southside #englewood #iusetohoop #handleswascrazythough https…,0.0,0.0
160,englewood,2016-03-08 05:26:45,0.0,1.0,"RT @MrsGirlsLikeMe: This was a profile on my son almost 4 years ago: ""Some Englewood Parents Succeeding, Despite Atmosphere Of Violence htt…",0.0,0.0
161,englewood,2016-03-08 04:57:00,0.0,0.0,"Englewood, Chicago 📍",0.0,0.0
162,englewood,2016-03-08 04:52:50,2.0,1.0,"This was a profile on my son almost 4 years ago: ""Some Englewood Parents Succeeding, Despite Atmosphere Of Violence https://t.co/PKA77LoIRx""",0.0,0.0
163,englewood,2016-03-08 02:51:25,0.0,0.0,#GreatinEnglewood Alert - Englewood Groups Unite to Help Flint Water Crisis Victims via @DNAinfoCHI https://t.co/w8GnVHwOtB,0.0,0.0
164,englewood,2016-03-08 00:25:57,0.0,2.0,RT @mina_bloom_: should abandoned bldgs be demolished or rehabbed? powerful quote in @AndreaVWatson12 story: https://t.co/9LgveAXJTt https:…,0.0,0.0
165,englewood,2016-03-08 00:20:05,0.0,0.0,For Updates &amp; more... Visit LouDGangUSA https://t.co/mxSwQnpmg4 #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT,0.0,0.0
166,englewood,2016-03-07 21:46:44,1.0,0.0,Step IT Up America Program to Train and Employ Minority Women in Chicago via @DNAinfoCHI https://t.co/AwcARFkko9,0.0,0.0
167,englewood,2016-03-07 21:20:54,0.0,2.0,RT @SCFJobs: We're always thrilled to connect talent to great careers like @StepITUpAmerica @AndreaVWatson12 https://t.co/dnMopZrpDy @DNAin…,0.0,0.0
168,englewood,2016-03-07 21:16:19,1.0,2.0,We're always thrilled to connect talent to great careers like @StepITUpAmerica @AndreaVWatson12 https://t.co/dnMopZrpDy @DNAinfoChi,0.0,0.0
169,englewood,2016-03-07 20:15:22,0.0,0.0,"Just posted a video @ Chicago (Englewood neighborhood), Illinois https://t.co/DAkhSfS3SD",0.0,0.0
170,englewood,2016-03-07 20:05:38,0.0,0.0,"Fresenius Medical Care #Job: Hemodialysis Registered Nurse - Englewood - Chicago, IL (#Chicago, IL) https://t.co/mFXWHmsMto #dialysis #Jobs",-87.6297982,41.8781136
171,englewood,2016-03-07 19:11:50,0.0,3.0,RT @MBMHMC: Lunch in Englewood at #DreamCafe  #englewood #city #Chicago #eatlocal #NoFranchisesThisIsChicago  @DreamCafeGrille https://t.co…,0.0,0.0
172,englewood,2016-03-07 17:52:40,0.0,0.0,Step IT Up America Program to Train and Employ Minority Women in Chicago via @DNAinfoCHI https://t.co/GsHGNgk3GK,0.0,0.0
173,englewood,2016-03-07 15:54:08,0.0,0.0,Calling All Englewood Residents - Englewood Village Meeting - March 15th! on Mar 15 https://t.co/h5eJPzStRP via @everyblock,0.0,0.0
174,englewood,2016-03-07 14:48:24,0.0,2.0,"RT @ApostolosMC: Apostolos team has made it safe &amp; sound! Please keep us in your prayers as we serve in Englewood, Chicago this week! https…",0.0,0.0
175,englewood,2016-03-07 14:41:11,0.0,2.0,"RT @ApostolosMC: Apostolos team has made it safe &amp; sound! Please keep us in your prayers as we serve in Englewood, Chicago this week! https…",0.0,0.0
176,englewood,2016-03-07 13:10:41,0.0,0.0,Step IT Up America Program to Train and Employ Minority Women in Chicago: More than 40 percent of the unemploy... https://t.co/5Ome94rLmr,0.0,0.0
177,englewood,2016-03-07 13:04:04,1.0,0.0,Shout out to #Chicago! Cafe owners hope to build up heart of Englewood with #healthier food https://t.co/KMoOfdduBe,0.0,0.0
178,englewood,2016-03-07 03:49:32,8.0,2.0,"Apostolos team has made it safe &amp; sound! Please keep us in your prayers as we serve in Englewood, Chicago this week! https://t.co/vZEy1BIiIM",0.0,0.0
179,englewood,2016-03-07 02:39:41,0.0,0.0,@malcolmkenyatta when you drive through Englewood in Chicago you may feel ghetto by its definition of segregated and isolated.,0.0,0.0
180,englewood,2016-03-07 02:08:49,0.0,6.0,"RT @PDX_For_Bernie: #BernieSanders arrest. I grew up on the Southside of Chicago, Englewood is no punk. This man cares. #SCPrimary https://…",0.0,0.0
181,englewood,2016-03-07 00:19:54,0.0,0.0,For Updates &amp; more... Visit LouDGangUSA https://t.co/AvFeDYyUTH #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT,0.0,0.0
182,englewood,2016-03-07 00:02:19,0.0,0.0,"Famous Dex Talks Englewood Chicago, The Sauce Factory, Houston Music Scene &amp; More https://t.co/nRFqDQVoKE",0.0,0.0
183,englewood,2016-03-06 19:40:21,0.0,0.0,Never knew ROBLOX was h00d enough to let games like these exist https://t.co/6o1A9sEkOw https://t.co/UVlDOKbvCY,0.0,0.0
184,englewood,2016-03-06 19:03:14,2.0,1.0,"Peyton Manning To Retire After 18 NFL Seasons: ENGLEWOOD, Colo. (AP) — Peyton Manning… https://t.co/Oxa5zClRL8",0.0,0.0
185,englewood,2016-03-06 16:34:11,0.0,1.0,"RT @IL_4Bernie: When Chicago tried to use a run-down warehouse as a public school for Englewood residents and allies, including... https://…",0.0,0.0
186,englewood,2016-03-06 16:19:22,2.0,1.0,"When Chicago tried to use a run-down warehouse as a public school for Englewood residents and allies, including... https://t.co/eMgKy0aU9X",0.0,0.0
187,englewood,2016-03-06 15:01:38,2.0,0.0,Early Sunday morning meeting on pro bono project im working on. Bringing healthy alternatives to Englewood. #Chicago #health #MyCity,0.0,0.0
188,englewood,2016-03-06 14:26:11,0.0,0.0,Atlanta I Introduced Yall To The Hottest Independent Artist Out Of Englewood Chicago Who Go By… https://t.co/I5Lko8TBTI,0.0,0.0
189,englewood,2016-03-06 06:19:16,0.0,0.0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/37t4Bb90LG",0.0,0.0
190,englewood,2016-03-06 06:06:37,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/sP3DShqofi,0.0,0.0
191,englewood,2016-03-06 05:07:02,0.0,0.0,Motivation of a mogul. #CHICAGO #Englewood #Bando #chh #trap https://t.co/HOSfbBfopW https://t.co/NN5sqRKORh,0.0,0.0
192,englewood,2016-03-06 03:53:16,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/qSrzyFOpe6,0.0,0.0
193,englewood,2016-03-06 03:11:50,0.0,0.0,Englewood is east side of Chicago? Who knew...,0.0,0.0
194,,,,,,0.0,0.0
195,englewood,2016-03-06 02:46:28,0.0,1.0,RT @Kennysommer: #Nabisco think that's how you spell the company that is closing it's plant in a jobs needed Part of #Chicago Englewood. Ne…,0.0,0.0
196,englewood,2016-03-06 02:42:42,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/52HQrxwcZ3,0.0,0.0
197,englewood,2016-03-06 02:27:58,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/gpFHDpDvVx,0.0,0.0
198,englewood,2016-03-06 00:51:03,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/qxJ8mXNDAK,0.0,0.0
199,englewood,2016-03-06 00:22:22,0.0,0.0,For Updates &amp; more... Visit LouDGangUSA https://t.co/IsjQ5FUpNn #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT,0.0,0.0
200,englewood,2016-03-05 23:11:38,0.0,0.0,"Famous Dex Talks Englewood Chicago, The Sauce Factory, Houston Music Scene &amp; More https://t.co/z0TeCcQm2h",0.0,0.0
201,englewood,2016-03-05 22:43:21,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/t9UEPpGafs,0.0,0.0
202,englewood,2016-03-05 21:38:30,2.0,1.0,#Nabisco think that's how you spell the company that is closing it's plant in a jobs needed Part of #Chicago Englewood. Need 2 boycott them.,0.0,0.0
203,englewood,2016-03-05 20:01:54,1.0,0.0,"Please be safe everyone:
https://t.co/leF8gvWW8q",0.0,0.0
204,englewood,2016-03-05 19:55:22,0.0,0.0,SPIKE LEE NEEDS TO BE DONE TALKING ABOUT WOMEN  https://t.co/7sSdHSnqKS,0.0,0.0
205,englewood,2016-03-05 18:28:12,0.0,0.0,SMH. If you don't know you're damned if you do know you're damned and informed.. https://t.co/5Dr1fNj37a,0.0,0.0
206,englewood,2016-03-05 17:49:21,0.0,0.0,"Nailed it @ West Englewood, Chicago https://t.co/gAmBgcI0eC",0.0,0.0
207,englewood,2016-03-05 16:55:18,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/8WwMQ86mB6,0.0,0.0
208,englewood,2016-03-05 16:08:04,1.0,0.0,"Retweeted LISC Chicago (@LISCChicago):

Greater Englewood homeowners that purchased a $1 @largelots - Apply for a... https://t.co/ZSOcXcQxTH",0.0,0.0
209,englewood,2016-03-05 15:51:02,0.0,0.0,For all y'all drunk drivers https://t.co/h6tln2dwXD,0.0,0.0
210,englewood,2016-03-05 07:57:10,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/2QrH6u7qTM,0.0,0.0
211,englewood,2016-03-05 05:11:26,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/Vo9GUXMNIx,0.0,0.0
212,englewood,2016-03-05 04:03:01,0.0,2.0,"RT @CSTbreaking: Man wounded in Englewood drive-by shooting
https://t.co/rtfC5jY1Vh",0.0,0.0
213,englewood,2016-03-05 03:58:33,0.0,2.0,"RT @CSTbreaking: Man wounded in Englewood drive-by shooting
https://t.co/rtfC5jY1Vh",0.0,0.0
214,englewood,2016-03-05 03:56:58,0.0,2.0,"Man wounded in Englewood drive-by shooting
https://t.co/rtfC5jY1Vh",0.0,0.0
215,englewood,2016-03-05 03:51:14,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/RKD0angC1w,0.0,0.0
216,englewood,2016-03-05 03:45:13,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/wOREPdDODw,0.0,0.0
217,englewood,2016-03-05 03:26:42,0.0,0.0,Heads up. https://t.co/8fFov9ml48,0.0,0.0
218,englewood,2016-03-05 03:06:52,0.0,0.0,Be forewarned https://t.co/tKS6NQmrjf,0.0,0.0
219,englewood,2016-03-05 02:35:02,0.0,2.0,RT @angie_fly_girl: @jexaminerai @rj_deacon @Parker9_ wow. I am FROM #Chicago Englewood is no joke! @BernieSanders @SenSanders is the real …,0.0,0.0
220,englewood,2016-03-05 02:31:59,0.0,2.0,RT @angie_fly_girl: @jexaminerai @rj_deacon @Parker9_ wow. I am FROM #Chicago Englewood is no joke! @BernieSanders @SenSanders is the real …,0.0,0.0
221,englewood,2016-03-05 01:47:32,0.0,0.0,"Just posted a video @ Chicago (Englewood neighborhood), Illinois https://t.co/i9nuQ7tnEi",0.0,0.0
222,englewood,2016-03-05 01:44:35,2.0,2.0,@jexaminerai @rj_deacon @Parker9_ wow. I am FROM #Chicago Englewood is no joke! @BernieSanders @SenSanders is the real deal,0.0,0.0
223,englewood,2016-03-05 01:26:03,0.0,0.0,"Well until they have the Gatorade/Powerade checkpoints, I'm good! https://t.co/8eVb7ZFKZ6",0.0,0.0
224,englewood,2016-03-05 00:21:10,0.0,0.0,For Updates &amp; more... Visit LouDGangUSA https://t.co/0dh6Kl7see #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT,0.0,0.0
225,englewood,2016-03-04 23:52:32,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
226,englewood,2016-03-04 23:18:33,0.0,0.0,@hoosierworld @eshaLegal @ChantaBSN But blacks in middle class Hyde Park in Chicago get treated by cops like those in Englewood.,0.0,0.0
227,englewood,2016-03-04 22:53:24,0.0,0.0,Be careful driving on the Dan Ryan Saturday night!! https://t.co/zChr24ioFY,0.0,0.0
228,englewood,2016-03-04 22:21:47,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/0LvjKswNFE,0.0,0.0
229,englewood,2016-03-04 21:11:50,0.0,6.0,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…",0.0,0.0
230,englewood,2016-03-04 21:11:34,0.0,6.0,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…",0.0,0.0
231,englewood,2016-03-04 21:10:51,0.0,6.0,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…",0.0,0.0
232,englewood,2016-03-04 21:06:39,0.0,0.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night - Englewood - https://t.co/ZIay75KUFE Chicago https://t.co/ceAAIu1T1W,0.0,0.0
233,englewood,2016-03-04 20:04:06,0.0,0.0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/oIS78Nf8UC",0.0,0.0
234,englewood,2016-03-04 19:19:20,0.0,0.0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq'  https://t.co/zJ3GRGiNWd via @DNAinfoCHI",0.0,0.0
235,englewood,2016-03-04 18:14:00,0.0,1.0,RT @evanFmoore: Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/WbRjwYn8yD,0.0,0.0
236,englewood,2016-03-04 18:12:12,0.0,1.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/WbRjwYn8yD,0.0,0.0
237,englewood,2016-03-04 18:07:42,0.0,1.0,"RT @WVON1690: Vernard Gilmore, Alvin Ailey Dancer and Chicago Native who grew up in Englewood and graduate from Curie H.S.... https://t.co/…",0.0,0.0
238,englewood,2016-03-04 17:52:35,2.0,1.0,"Vernard Gilmore, Alvin Ailey Dancer and Chicago Native who grew up in Englewood and graduate from Curie H.S.... https://t.co/ERNMwY8wXh",0.0,0.0
239,englewood,2016-03-04 17:40:23,1.0,2.0,"Cнecĸ Oυт New FEASTIN @perklive @loudgangusa @ Englewood, Chicago https://t.co/2sMSfDNofx",0.0,0.0
240,englewood,2016-03-04 17:38:48,0.0,0.0,Why always on Southside???Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/SXeLl5ebjf via @DnainfoCHI,0.0,0.0
241,englewood,2016-03-04 17:08:29,0.0,0.0,Mom dukes from Englewood pops was from south Chicago,0.0,0.0
242,englewood,2016-03-04 16:53:12,0.0,0.0,General Soreness is the pound-for-pound worst reader in Chicago. #Englewood #Chiraq #illiteracy https://t.co/l3swZbnPbZ,0.0,0.0
243,englewood,2016-03-04 16:34:06,0.0,6.0,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…",0.0,0.0
244,englewood,2016-03-04 16:17:12,0.0,0.0,"Retweeted Jonathan Brooks (@PastahJ):

Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI... https://t.co/ChWCqe9HJM",0.0,0.0
245,englewood,2016-03-04 16:17:07,0.0,6.0,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…",0.0,0.0
246,englewood,2016-03-04 15:58:13,0.0,0.0,#GreatinEnglewood - Get Informed - Englewood Village Meeting - March 15th https://t.co/cuP0Hc0pTv via @everyblock,0.0,0.0
247,englewood,2016-03-04 14:50:39,0.0,3.0,RT @CSTbreaking: 70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh,0.0,0.0
248,englewood,2016-03-04 13:41:16,0.0,0.0,Still have to decide what fire house I want to ride with 💭 Englewood or Downtown Chicago...,0.0,0.0
249,englewood,2016-03-04 12:23:07,0.0,0.0,"River North Woman Invests In Englewood's Renewal 
Great story by @SuzanneLeMignot 
https://t.co/bVXAND6sqY
#Chicago #IGrowChicago",0.0,0.0
250,englewood,2016-03-04 10:46:25,0.0,22.0,"RT @w_h_thompson: Two homicides within the last hour or so - #Ravenswood &amp; #Englewood. 

#Chicago #ChicagoScanner",0.0,0.0
251,englewood,2016-03-04 09:23:16,0.0,0.0,"354 W Normal Pkwy, Englewood, #Chicago #architecture https://t.co/Rha6s4eGQz",0.0,0.0
252,englewood,2016-03-04 08:11:22,0.0,0.0,chicagonewsnow: River North Woman Invests In Englewood’s Renewal https://t.co/ZUqsBFRGq2 #chicago https://t.co/qXsTNvrTWu,0.0,0.0
253,englewood,2016-03-04 08:10:22,0.0,0.0,chicagonewsnow: River North Woman Invests In Englewood’s Renewal https://t.co/MjA6WDqbT1 #chicago https://t.co/7PnBUZ76Vz,0.0,0.0
254,englewood,2016-03-04 08:03:19,0.0,5.0,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo,0.0,0.0
255,englewood,2016-03-04 07:59:09,1.0,1.0,River North Woman Invests In Englewood’s Renewal https://t.co/6AMVXBeT6c #chicago https://t.co/Hk8uF1Cuk9,0.0,0.0
256,englewood,2016-03-04 04:46:50,0.0,5.0,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo,0.0,0.0
257,englewood,2016-03-04 04:38:04,0.0,5.0,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo,0.0,0.0
258,englewood,2016-03-04 04:18:20,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
259,englewood,2016-03-04 04:13:54,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
260,englewood,2016-03-04 03:53:55,2.0,0.0,Man if Donald Trump grew up in the Englewood community of Chicago he'd be a hood legend! I've seen guys like him before.,0.0,0.0
261,englewood,2016-03-04 03:46:59,0.0,0.0,chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/SGJ0Xa6j9V #chicago https://t.co/SwsjvRb10f,0.0,0.0
262,englewood,2016-03-04 03:45:51,0.0,0.0,chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/8nL6VS6pl8 #chicago https://t.co/6Pxcu2IdBs,0.0,0.0
263,englewood,2016-03-04 03:43:17,0.0,5.0,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo,0.0,0.0
264,englewood,2016-03-04 03:39:22,0.0,5.0,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo,0.0,0.0
265,englewood,2016-03-04 03:35:38,0.0,5.0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo,0.0,0.0
266,englewood,2016-03-04 03:22:40,0.0,0.0,"@SpikeLee It took a bro from another state to ""Call it like it Is"" Thanks Spike! ❤️Calls Chance the Rapper 'Fraud https://t.co/ZK29OtlOVZ #",0.0,0.0
267,englewood,2016-03-04 03:07:35,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
268,englewood,2016-03-04 02:56:34,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
269,englewood,2016-03-04 02:54:56,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
270,englewood,2016-03-04 02:25:11,0.0,4.0,"RT @jwanhall: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8",0.0,0.0
271,englewood,2016-03-04 02:24:58,0.0,1.0,RT @WBBMNewsradio: Did you read this story? River North Woman Invests In Englewood's Renewal https://t.co/hVqSBwmOYC via @SuzanneLeMignot,0.0,0.0
272,englewood,2016-03-04 02:24:52,0.0,4.0,"RT @jwanhall: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8",0.0,0.0
273,englewood,2016-03-04 02:23:22,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
274,englewood,2016-03-04 02:21:02,0.0,1.0,Did you read this story? River North Woman Invests In Englewood's Renewal https://t.co/hVqSBwmOYC via @SuzanneLeMignot,0.0,0.0
275,englewood,2016-03-04 02:18:41,0.0,4.0,"RT @jwanhall: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8",0.0,0.0
276,englewood,2016-03-04 02:16:35,0.0,4.0,"RT @jwanhall: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8",0.0,0.0
277,englewood,2016-03-04 02:13:22,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
278,englewood,2016-03-04 02:13:04,0.0,3.0,RT @WBBMNewsradio: River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot,0.0,0.0
279,englewood,2016-03-04 02:12:24,0.0,3.0,RT @WBBMNewsradio: River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot,0.0,0.0
280,englewood,2016-03-04 01:28:26,0.0,1.0,"RT @SorenHough: The full story on #BernieSanders and the fight for black rights in Englewood, Chicago: https://t.co/p1uijaUjjH #NotMeUs",0.0,0.0
281,englewood,2016-03-04 01:27:05,2.0,1.0,"The full story on #BernieSanders and the fight for black rights in Englewood, Chicago: https://t.co/p1uijaUjjH #NotMeUs",0.0,0.0
282,englewood,2016-03-04 01:20:45,3.0,4.0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8",0.0,0.0
283,englewood,2016-03-04 00:55:27,0.0,0.0,I wasn't  aware there were so many bars on that stretch of the Dan Ryan #WhatAboutWickerPark &amp;Bucktown  @DNAinfoCHI https://t.co/szJixJ2h7f,0.0,0.0
284,englewood,2016-03-04 00:27:11,0.0,239.0,RT @thickred3x: Part 1 of some Chicago Southside Englewood shit @kingLongLeg Loft! My camara man the shit... https://t.co/NfVtFqcdZL,0.0,0.0
285,englewood,2016-03-04 00:22:08,2.0,0.0,For Updates &amp; more... Visit LouDGangUSA https://t.co/cwgVEzFGh8 #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT,0.0,0.0
286,englewood,2016-03-04 00:10:06,0.0,0.0,River North Woman Invests In #Englewood’s Renewal: (CBS) – A River North woman spent two… https://t.co/OuoroXnZCn,0.0,0.0
287,englewood,2016-03-04 00:09:00,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
288,englewood,2016-03-04 00:02:55,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
289,englewood,2016-03-03 23:50:18,0.0,0.0,River North Woman Invests In Englewood’s Renewal - https://t.co/61XxOrEfGL,0.0,0.0
290,englewood,2016-03-03 23:49:03,0.0,3.0,RT @WBBMNewsradio: River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot,0.0,0.0
291,englewood,2016-03-03 23:44:06,2.0,3.0,River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot,0.0,0.0
292,englewood,2016-03-03 22:25:49,0.0,60.0,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL",0.0,0.0
293,englewood,2016-03-03 22:15:14,0.0,4.0,"RT @DNAinfoCHI: Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWx…",0.0,0.0
294,englewood,2016-03-03 22:13:50,0.0,3.0,RT @CSTbreaking: 70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh,0.0,0.0
295,englewood,2016-03-03 22:12:50,0.0,6.0,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…",0.0,0.0
296,englewood,2016-03-03 22:08:41,0.0,4.0,"RT @DNAinfoCHI: Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWx…",0.0,0.0
297,englewood,2016-03-03 21:53:14,3.0,6.0,"Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t.co/hIFY02EnC3",0.0,0.0
298,englewood,2016-03-03 21:45:51,0.0,10.0,RT @Food_Tank: Cafe hopes to build up Chicago's #Englewood with healthier food: https://t.co/mUCSG3dmuL @chicagotribune https://t.co/8Wok4E…,0.0,0.0
299,englewood,2016-03-03 21:38:14,0.0,0.0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/BfPAMtrHtH",0.0,0.0
300,englewood,2016-03-03 21:26:33,0.0,4.0,"RT @DNAinfoCHI: Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWx…",0.0,0.0
301,englewood,2016-03-03 21:21:19,0.0,3.0,RT @CSTbreaking: 70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh,0.0,0.0
302,englewood,2016-03-03 21:20:10,1.0,3.0,70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh,0.0,0.0
